player_name,position,team,week,stat_type,line,pred_mean,pred_std,prob_over_raw,actual_value,went_over,prob_over_calibrated
JuJu Smith-Schuster,WR,KC,2,receiving_yards,49.5,55.0,19.25,0.598687660112452,5,0,0.598687660112452
JuJu Smith-Schuster,WR,KC,2,receiving_yards,59.5,55.0,19.25,0.4189043582127475,5,0,0.4189043582127475
JuJu Smith-Schuster,WR,KC,2,receiving_yards,69.5,55.0,19.25,0.25835320451368493,5,0,0.25835320451368493
JuJu Smith-Schuster,WR,KC,2,receiving_yards,79.5,55.0,19.25,0.1440787706355915,5,0,0.1440787706355915
JuJu Smith-Schuster,WR,KC,2,receiving_yards,99.5,55.0,19.25,0.03781999431433414,5,0,0.03781999431433414
JuJu Smith-Schuster,WR,KC,2,receptions,3.5,5.0,2.0,0.7407748991821539,1,0,0.7407748991821539
JuJu Smith-Schuster,WR,KC,2,receptions,4.5,5.0,2.0,0.58661757891733,1,0,0.58661757891733
JuJu Smith-Schuster,WR,KC,2,receptions,5.5,5.0,2.0,0.41338242108267,1,0,0.41338242108267
JuJu Smith-Schuster,WR,KC,2,receptions,6.5,5.0,2.0,0.2592251008178461,1,0,0.2592251008178461
JuJu Smith-Schuster,WR,KC,2,receptions,7.5,5.0,2.0,0.14804719803168953,1,0,0.14804719803168953
Jonnu Smith,TE,PIT,2,receptions,3.5,5.0,2.0,0.7407748991821539,4,1,0.7407748991821539
Jonnu Smith,TE,PIT,2,receptions,4.5,5.0,2.0,0.58661757891733,4,0,0.58661757891733
Jonnu Smith,TE,PIT,2,receptions,5.5,5.0,2.0,0.41338242108267,4,0,0.41338242108267
Jonnu Smith,TE,PIT,2,receptions,6.5,5.0,2.0,0.2592251008178461,4,0,0.2592251008178461
Jonnu Smith,TE,PIT,2,receptions,7.5,5.0,2.0,0.14804719803168953,4,0,0.14804719803168953
Patrick Mahomes,QB,KC,2,passing_yards,199.5,258.0,90.3,0.7123811129333448,187,0,0.7123811129333448
Patrick Mahomes,QB,KC,2,passing_yards,224.5,258.0,90.3,0.6270027418930046,187,0,0.6270027418930046
Patrick Mahomes,QB,KC,2,passing_yards,249.5,258.0,90.3,0.5328981390771425,187,0,0.5328981390771425
Patrick Mahomes,QB,KC,2,passing_yards,274.5,258.0,90.3,0.4363930081447389,187,0,0.4363930081447389
Patrick Mahomes,QB,KC,2,passing_yards,299.5,258.0,90.3,0.3444759189895309,187,0,0.3444759189895309
Patrick Mahomes,QB,KC,2,rushing_yards,49.5,57.0,19.95,0.628623419215673,66,1,0.628623419215673
Patrick Mahomes,QB,KC,2,rushing_yards,59.5,57.0,19.95,0.4562525009591515,66,1,0.4562525009591515
Patrick Mahomes,QB,KC,2,rushing_yards,69.5,57.0,19.95,0.29375979941869024,66,0,0.29375979941869024
Patrick Mahomes,QB,KC,2,rushing_yards,79.5,57.0,19.95,0.17094461198713207,66,0,0.17094461198713207
Patrick Mahomes,QB,KC,2,rushing_yards,99.5,57.0,19.95,0.04822476881363247,66,0,0.04822476881363247
Evan Engram,TE,DEN,2,receiving_yards,49.5,21.0,10.0,0.018163691028432516,12,0,0.018163691028432516
