player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label,direction,units,source,lvt_confidence,player_bias_confidence,combined_confidence,reasoning,player_under_rate,player_bet_count,current_season_under_rate,season_games_played,home_team,away_team,p_td,injury_status,injury_risk,injury_action,injury_reason
Jaylen Waddle,Jaylen Waddle,UNDER,player_receptions,Receptions,4.5,-107.0,0.5653669251686148,56.5%,0.6720182241279335,0.5653669251686148,0.487517163899638,0.5169082125603864,7.784976126897675,15.9686195756183,2.6509014085869995,1.926575740194422,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0250773837747581,2.5,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,MIA,TB,17.0,0.5,3.998071344526196,15.0,3.998071344526196,,,,,,,41.47625670326259,35.6866052014555,2.6509014085869995,1.998670721269238,4.673059025000001,3.523294461942623,0.48,0.6555750986729133,,,,,,,,,0.564577336617878,0.48,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.1466666666666666,,,0.7839010185908377,tier_2_primary,0.0,0.62,0.05,True,0.0,3.998071344526196,No significant adjustments,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Jaylen Waddle,Jaylen Waddle,HIGH,0.6,0.0723056488531857,True,True,0.501928655473804,0.1224792379820891,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8352523442179698,UNDER,59.45726571433968,True,"V31: UNDER (proj=2.7 vs line=4.5, diff=+41%)",[],0.8352523442179698,2.6509014085869995,UNDER,0.8225597478338817,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.50 LVT (line vs trailing) |   = P(UNDER): 84% | INPUTS: |   Line: 4.5 | Trailing: 4.0 |   Snaps: 78% | PICK: UNDER (LVT: +0.5) | Edge: +59.5%,78.0,HIGH,,,,,,,,,,,,,,,,,,
Mike Evans,Mike Evans,UNDER,player_receptions,Receptions,4.5,-112.0,0.5406799354877911,54.1%,0.6070524618099769,0.5406799354877911,0.4979225527671597,0.5283018867924528,4.275738272063146,8.58715526802535,2.7270127144866123,1.861772015634295,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0065603658085293,0.7,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,TB,MIA,17.0,0.5,4.405880773361977,6.0,4.405880773361977,,,,,,,31.165388978220783,25.200795184416847,2.7270127144866123,1.8741795492796487,5.611112650000001,3.856319598903713,0.3119266055045871,0.5634032737647954,,,,,,,,,0.3837228370849884,0.3119266055045871,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1266666666666666,,,0.5808794307196564,tier_2_primary,0.0,0.62,0.05,True,0.0,4.405880773361977,No significant adjustments,0.0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Mike Evans,Mike Evans,HIGH,0.6,0.104779482921796,True,True,0.094119226638023,0.0208880863413964,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8366581713875952,UNDER,59.72565090126818,True,"V31: UNDER (proj=2.7 vs line=4.5, diff=+39%)",[],0.8366581713875952,2.7270127144866123,UNDER,0.8279275345916128,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.09 LVT (line vs trailing) |   = P(UNDER): 84% | INPUTS: |   Line: 4.5 | Trailing: 4.4 |   Snaps: 58% | PICK: UNDER (LVT: +0.1) | Edge: +59.7%,65.0,HIGH,,,,,,,,,,,,,,,,,,
De'Von Achane,De'Von Achane,UNDER,player_receptions,Receptions,3.5,107.0,0.5436803600276585,54.4%,0.6456012000921949,0.5436803600276585,0.456021023342093,0.4830917874396135,8.765933668556547,19.222652509116035,1.5785317275,1.8001141004071806,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0293033516956199,2.9,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,RB,MIA,TB,17.0,0.5,3.462871348770783,15.0,3.462871348770783,68.32807079739933,60.93299833013481,12.06695785,5.3579276885336515,0.7879582470694458,0.8167124334114726,10.439915793171284,14.916865097887134,1.5785317275,1.8922503338001204,1.8570961500000005,2.2261768632942593,0.1384613688133648,,,,,,,,,,0.95,0.6125,-0.0521639763993768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.16,0.5403225806451613,0.5806451612903226,0.6937116295429204,tier_2_occasional,0.0,0.7,0.0,True,0.0,3.462871348770783,No significant adjustments,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,De'Von Achane,De'Von Achane,HIGH,0.6,0.0537750440506568,True,True,0.0371286512292168,0.0104209912721172,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8647818473623093,UNDER,65.09471631462269,True,"V31: UNDER (proj=1.6 vs line=3.5, diff=+55%)",[],0.8647818473623093,1.5785317275,UNDER,0.8450521336893846,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.04 LVT (line vs trailing) |   = P(UNDER): 86% | INPUTS: |   Line: 3.5 | Trailing: 3.5 |   Snaps: 69% | PICK: UNDER (LVT: +0.0) | Edge: +65.1%,74.0,HIGH,,,,,,,,,,,,,,,,,,
Emeka Egbuka,Emeka Egbuka,UNDER,player_receptions,Receptions,2.5,113.0,0.5414139263464826,54.1%,0.6380464211549418,0.5414139263464826,0.4430563625798954,0.4694835680751174,9.835756376658711,22.199785867842152,1.5672872475,1.3233212173331736,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0338963856455769,3.4,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,TB,MIA,17.0,0.5,2.517629581876619,15.0,2.517629581876619,,,,,,,25.146138636457604,23.330727036059983,1.5672872475,1.3692919159551042,3.4828605500000007,3.042870924344676,0.3033333333333333,0.521290619520436,,,,,,,,,0.2503953439716473,0.3033333333333333,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.0933333333333333,,,0.6921079695385844,tier_3_secondary,0.0,0.7,0.0,True,0.0,2.517629581876619,No significant adjustments,0.0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Emeka Egbuka,Emeka Egbuka,HIGH,0.6,0.1929931802382086,False,False,-0.0176295818766187,-0.0067349414136662,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.783123558672715,UNDER,49.505406655700135,True,"V31: UNDER (proj=1.6 vs line=2.5, diff=+37%)",[],0.783123558672715,1.5672872475,UNDER,0.7521162287951744,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,True,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.02 LVT (line vs trailing) |   = P(UNDER): 78% | INPUTS: |   Line: 2.5 | Trailing: 2.5 |   Snaps: 69% | PICK: UNDER (LVT: -0.0) | Edge: +49.5%,59.0,MEDIUM,,,,,,,,,,,,,,,,,,
Hunter Henry,Hunter Henry,UNDER,player_reception_yds,Receiving Yards,49.5,-114.0,0.5443885043661135,54.4%,0.6479616812203784,0.5443885043661135,0.5042122999157539,0.5327102803738317,4.017620445035963,7.968112728918444,27.343774340636987,26.659646344826506,Model Projection (Calibrated),True,LOW,<60%,STANDARD,0.0062478498358707,0.6,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,TE,NE,NYJ,17.0,0.5,43.033290773797845,15.0,43.033290773797845,,,,,,,27.343774340636987,28.11559447894347,2.362153030841798,2.105795883679926,3.3414035500000008,2.9787713790905284,0.2645502645502645,0.6333963337086469,,,,,,,,,0.3304312048120972,0.2645502645502645,0.0868757429151081,-0.1417787190199311,0.6666666666666666,-0.415122806355509,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,3.0,3.0,23.666666666666668,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,None (No data),healthy,out,out,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.2402597402597402,,,0.8203009599250752,tier_2_primary,0.0,0.7,0.0,True,0.0,43.033290773797845,No significant adjustments,0.0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Hunter Henry,Hunter Henry,HIGH,0.7,0.2065661676102624,False,False,6.4667092262021555,0.1499238548738433,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8342015404146116,UNDER,59.25665771551676,True,"V31: UNDER (proj=27.3 vs line=49.5, diff=+45%)",[],0.8342015404146116,27.343774340636987,UNDER,0.7846634763908612,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +6.47 LVT (line vs trailing) |   = P(UNDER): 83% | INPUTS: |   Line: 49.5 | Trailing: 43.0 |   Snaps: 82% | PICK: UNDER (LVT: +6.5) | Edge: +59.3%,70.0,HIGH,,,,,,,,,,,,,,,,,,
Adonai Mitchell,Adonai Mitchell,UNDER,player_reception_yds,Receiving Yards,38.5,-115.0,0.5128141431213079,51.3%,0.5337214292665997,0.5128141431213079,0.5063197809142617,0.5348837209302325,0.6494362207046245,1.282660178774642,30.28811816877208,22.858745321365586,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0,0.0,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,WR,NYJ,NE,17.0,0.5,46.358408248613685,14.0,46.358408248613685,,,,,,,30.28811816877208,23.520548998934448,2.3918950684200064,1.8125428150922132,4.65695365,3.5289708106220177,0.3119266055045871,0.4846287364800216,,,,,,,,,0.3306155491912929,0.3119266055045871,0.0291933617768952,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,None (No data),healthy,pup,out,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.0472972972972973,,,0.8373147153598283,tier_2_primary,0.0,0.62,0.05,True,0.0,46.358408248613685,No significant adjustments,0.0,False,0.0,turf,31.181818181818183,27.818181818181817,31.454545454545453,0.0,,False,Adonai Mitchell,Adonai Mitchell,HIGH,0.7,0.0552211334973837,False,False,-7.858408248613685,-0.1691493218312786,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7184571579083201,UNDER,37.16000287340656,True,"V31: UNDER (proj=30.3 vs line=38.5, diff=+21%)",[],0.7184571579083201,30.28811816877208,UNDER,0.6365065770319508,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -7.86 LVT (line vs trailing) |   = P(UNDER): 72% | INPUTS: |   Line: 38.5 | Trailing: 46.4 |   Snaps: 84% | PICK: UNDER (LVT: -7.9) | Edge: +37.2%,78.0,HIGH,,,,,,,,,,,,,,,,,,
Adonai Mitchell,Adonai Mitchell,UNDER,player_receptions,Receptions,3.5,-128.0,0.5529890360380285,55.3%,0.6394448316790226,0.5529890360380285,0.5289256198347108,0.5614035087719298,2.4063416203317756,4.5494896259397635,2.3918950684200064,1.7900851901711008,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0,0.0,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,WR,NYJ,NE,17.0,0.5,3.6482660196804018,14.0,3.6482660196804018,,,,,,,30.28811816877208,23.520548998934448,2.3918950684200064,1.8125428150922132,4.65695365,3.5289708106220177,0.3119266055045871,0.4846287364800216,,,,,,,,,0.3306155491912929,0.3119266055045871,0.0291933617768952,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,None (No data),healthy,pup,out,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.0472972972972973,,,0.8373147153598283,tier_2_primary,0.0,0.62,0.05,True,0.0,3.6482660196804018,No significant adjustments,0.0,False,0.0,turf,31.181818181818183,27.818181818181817,31.454545454545453,0.0,,False,Adonai Mitchell,Adonai Mitchell,HIGH,0.6,0.0720536920606619,True,True,-0.1482660196804017,-0.039555895686679,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7638674144657431,UNDER,45.82923367073278,True,"V31: UNDER (proj=2.4 vs line=3.5, diff=+32%)",[],0.7638674144657431,2.3918950684200064,UNDER,0.7295173083055468,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.15 LVT (line vs trailing) |   = P(UNDER): 76% | INPUTS: |   Line: 3.5 | Trailing: 3.6 |   Snaps: 84% | PICK: UNDER (LVT: -0.1) | Edge: +45.8%,78.0,HIGH,,,,,,,,,,,,,,,,,,
Chimere Dike,Chimere Dike,UNDER,player_reception_yds,Receiving Yards,29.5,-113.0,0.5631784570321442,56.3%,0.7105948567738141,0.5631784570321442,0.5021058838394474,0.5305164319248826,6.107257319269676,12.16328570493813,16.7441614628215,17.024343428457545,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.0173925283696167,1.7,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,TEN,NO,17.0,0.5,28.636631539146705,15.0,28.636631539146705,,,,,,,16.7441614628215,17.672105615381508,2.098714530978598,1.9086280851820785,3.248127525000001,2.9539355290865776,0.3033333333333333,0.5610582698991453,,,,,,,,,0.2316408183738078,0.3033333333333333,-0.0487939931130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.1296296296296296,,,0.6510075584627566,tier_3_secondary,0.0,0.7,0.0,True,0.0,28.636631539146705,No significant adjustments,0.0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Chimere Dike,Chimere Dike,HIGH,0.7,0.3203596849357938,False,False,0.8633684608532981,0.0300441775744372,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8245063192464548,UNDER,57.40575185614136,True,"V31: UNDER (proj=16.7 vs line=29.5, diff=+43%)",[],0.8245063192464548,16.7441614628215,UNDER,0.7647932360414031,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.86 LVT (line vs trailing) |   = P(UNDER): 82% | INPUTS: |   Line: 29.5 | Trailing: 28.6 |   Snaps: 65% | PICK: UNDER (LVT: +0.9) | Edge: +57.4%,56.0,MEDIUM,,,,,,,,,,,,,,,,,,
Elic Ayomanor,Elic Ayomanor,UNDER,player_reception_yds,Receiving Yards,26.5,-115.0,0.5146095054177844,51.5%,0.5486983513926145,0.5146095054177844,0.5063197809142617,0.5348837209302325,0.8289724503522722,1.637250768388698,14.09964403865608,15.018222777727,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0,0.0,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,TEN,NO,17.0,0.5,33.52153848010878,14.0,33.52153848010878,,,,,,,14.09964403865608,15.452101109682788,1.4590131794634575,1.507537368400898,2.511740225,2.5952762471245503,0.2884615384615384,0.3992257785041219,,,,,,,,,0.2150742274790359,0.2884615384615384,-0.0487939931130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.0555555555555555,,,0.713117643279755,tier_3_secondary,0.0,0.7,0.0,True,0.0,33.52153848010878,No significant adjustments,0.0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Elic Ayomanor,Elic Ayomanor,HIGH,0.7,0.0815519546973373,False,False,-7.021538480108781,-0.208840487304377,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8400462449983526,UNDER,60.37246495423094,True,"V31: UNDER (proj=14.1 vs line=26.5, diff=+47%)",[],0.8400462449983526,14.09964403865608,UNDER,0.7888689444043595,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -7.02 LVT (line vs trailing) |   = P(UNDER): 84% | INPUTS: |   Line: 26.5 | Trailing: 33.5 |   Snaps: 71% | PICK: UNDER (LVT: -7.0) | Edge: +60.4%,68.0,HIGH,,,,,,,,,,,,,,,,,,
Van Jefferson,Van Jefferson,UNDER,player_reception_yds,Receiving Yards,22.5,-110.0,0.5344095302770376,53.4%,0.6146984342567922,0.5344095302770376,0.495787700084246,0.5238095238095238,3.862183019279164,7.789993617475561,15.152622286108228,15.677234537230364,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0055650033954447,0.6,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,TEN,NO,17.0,0.5,26.45679387031446,13.0,26.45679387031446,,,,,,,15.152622286108228,16.539383323563154,1.3775278682221423,1.3936541004339893,2.570935925,2.6010329638220444,0.2586206896551724,0.2830677657381709,,,,,,,,,0.203648146353979,0.2586206896551724,-0.0487939931130303,-0.5094473109483202,0.0,-0.420248862927589,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,None (No data),healthy,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.0277777777777777,,,0.6917210752856626,tier_3_secondary,0.0,0.7,0.0,True,0.0,26.45679387031446,No significant adjustments,0.0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Van Jefferson,Van Jefferson,HIGH,0.7,0.2031672498864521,False,False,-3.95679387031446,-0.1489936582569711,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7719151072974778,UNDER,47.36561139315485,True,"V31: UNDER (proj=15.2 vs line=22.5, diff=+33%)",[],0.7719151072974778,15.152622286108228,UNDER,0.6715637590775729,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -3.96 LVT (line vs trailing) |   = P(UNDER): 77% | INPUTS: |   Line: 22.5 | Trailing: 26.5 |   Snaps: 69% | PICK: UNDER (LVT: -4.0) | Edge: +47.4%,56.0,MEDIUM,,,,,,,,,,,,,,,,,,
Chris Olave,Chris Olave,UNDER,player_receptions,Receptions,5.5,-118.0,0.5111951321757556,51.1%,0.5294608741467253,0.5111951321757556,0.510397604391948,0.5412844036697247,0.0797527783807594,0.1562561769383132,4.420828328670568,2.680000507144096,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0,0.0,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,NO,TEN,17.0,0.5,7.081675194196484,15.0,7.081675194196484,,,,,,,49.562197700389305,38.35574438946952,4.420828328670568,2.7260762583348668,6.992233025,4.311716951001719,0.8224117763149938,0.7681996239404327,,,,,,,,,0.95,0.6,0.0558438249106804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),out,questionable,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1826923076923076,,,0.8227624947653174,tier_2_primary,0.0,0.62,0.05,True,0.0,7.081675194196484,No significant adjustments,0.0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Chris Olave,Chris Olave,HIGH,0.6,0.2810127128808158,False,False,-1.5816751941964844,-0.2202376397465924,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.6981555590900261,UNDER,33.28424309900498,True,"V31: UNDER (proj=4.4 vs line=5.5, diff=+20%)",[],0.6981555590900261,4.420828328670568,UNDER,0.6538995147127435,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -1.58 LVT (line vs trailing) |   = P(UNDER): 70% | INPUTS: |   Line: 5.5 | Trailing: 7.1 |   Snaps: 82% | PICK: UNDER (LVT: -1.6) | Edge: +33.3%,70.0,HIGH,,,,,,,,,,,,,,,,,,
Geno Smith,Geno Smith,UNDER,player_pass_attempts,Pass Attempts,29.5,-128.0,0.6395617179144936,64.0%,0.6993738827349908,0.6395617179144936,0.5289256198347108,0.5614035087719298,11.06360980797828,20.91713729320894,26.9137377369244,5.877482381117235,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.0445501792112613,4.5,New York Giants @ Las Vegas Raiders,2025-12-28T21:05:00Z,QB,LV,NYG,17.0,0.5,25.714450294802365,14.0,25.714450294802365,,,,,,,,,,,,,,,125.50522666857312,82.71809252210518,17.3151,4.535277866165792,17.348236925000002,5.761963271798559,0.7122192982456141,1.053776489056806,0.95,0.6125,0.0476554772217193,0.0,0.0,0.0,0.0,0.0,0.0,-0.4077338293145915,0.0,1.0,1.0,-2.0,1.0,0.0,1.0,110.0,1.0,13.0,1.0,0.0,0.0,None (Dome),healthy,questionable,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,,,,0.935048339574241,default,0.0,0.3,0.0,True,4.350483395742399,25.714450294802365,snap_share: +4.4%,2001.0,False,0.0,turf,36.09090909090909,22.09090909090909,36.27272727272727,0.0,,False,Geno Smith,Geno Smith,HIGH,0.6,0.0876699072229017,False,False,3.785549705197635,0.1466445987408781,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.9717471380365992,UNDER,85.515362716078,True,"V31: UNDER (proj=26.9 vs line=29.5, diff=+41%)",[],0.9717471380365992,26.9137377369244,UNDER,0.6700419215914425,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.79 LVT (line vs trailing) |   = P(UNDER): 97% | INPUTS: |   Line: 29.5 | Trailing: 25.7 |   Snaps: 94% | PICK: UNDER (LVT: +3.8) | Edge: +85.5%,93.0,VERY HIGH,,,,,,,,,,,,,,,,,,
Jaxson Dart,Jaxson Dart,UNDER,player_pass_attempts,Pass Attempts,25.5,101.0,0.5611182481389863,56.1%,0.5873117830556946,0.5611182481389863,0.4698318496538081,0.4975124378109453,9.12863984851781,19.429589235476858,24.566996318718495,5.638988322497769,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.0316454650394461,3.2,New York Giants @ Las Vegas Raiders,2025-12-28T21:05:00Z,QB,NYG,LV,17.0,0.5,23.555245971350576,12.0,23.555245971350576,,,,,,,,,,,,,,,107.12773934260194,73.76506029470453,14.730033333333331,4.202104789930346,15.750493625,5.510759170830177,0.7038592105263158,1.054936543115272,0.95,0.6125,0.0350504133033177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9635168732390648,default,0.0,0.3,0.0,True,4.635168732390649,23.555245971350576,snap_share: +4.6%,2001.0,False,0.0,turf,35.25,29.75,35.333333333333336,0.0,,False,Jaxson Dart,Jaxson Dart,HIGH,0.6,0.0365883796580982,False,False,1.944754028649424,0.0822123782185465,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.9493571627739226,UNDER,81.2409128932034,True,"V31: UNDER (proj=24.6 vs line=25.5, diff=+38%)",[],0.9493571627739226,24.566996318718495,UNDER,0.5657074065415915,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +1.94 LVT (line vs trailing) |   = P(UNDER): 95% | INPUTS: |   Line: 25.5 | Trailing: 23.6 |   Snaps: 96% | PICK: UNDER (LVT: +1.9) | Edge: +81.2%,93.0,VERY HIGH,,,,,,,,,,,,,,,,,,
