player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,line_vs_trailing,profitable_strategy,strategy_validated,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,model_reasoning
Sam Darnold,Sam Darnold,Under,player_pass_attempts,Pass Attempts,28.5,-113,0.636936475296192,63.7%,0.6956235361374172,0.636936475296192,0.5,0.5305164319248826,13.693647529619202,27.387295059238404,26.016,5.8196801744884,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.05666867309522226,5.7,Seattle Seahawks @ Carolina Panthers,QB,SEA,CAR,17,0.38461538461538464,25.923076923076923,26,,,,,,,,,,,,,,,193.20633917462789,87.18917847518335,16.275233333333333,4.384991061817826,26.016,5.8196801744884,0.9509868421052634,1.236463370531722,0.95,0.6125,0.0139798392109363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9749955287340556,default,0.0,0.3,0.0,0,False,0.0,turf,28.363636363636363,28.636363636363637,28.454545454545453,0.0,,False,Sam Darnold,Sam Darnold,HIGH,0.5,0.08715789473684217,2.4840000000000018,False,False,0.09511410629499165,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 28.5 • 4-Week Trailing Avg: 26.0 • LVT (Line vs Trailing): +2.5 • 🎯 PROJECTION: • Monte Carlo Projection: 26.0 • Snap Share: 97% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 5.7% • 💡 WHY UNDER: • Line (28.5) set above trailing avg (26.0) • Model expects regression toward mean • Projection (26.0) is below line (28.5)
Bryce Young,Bryce Young,Under,player_pass_completions,Pass Completions,19.5,-121,0.7239911696492995,72.4%,0.947982339298599,0.7239911696492995,0.5166631951676735,0.5475113122171946,20.73279744816261,40.12826468398657,13.32,3.961464375707549,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.09750512123123799,9.8,Seattle Seahawks @ Carolina Panthers,QB,CAR,SEA,17,0.125,16.0,16,,,,,,,,,,,,,,,163.69065299351067,76.74906981937337,13.32,3.961464375707549,22.535933333333332,5.422856762097098,0.7311315789473685,1.0743264556610963,0.95,0.6125,-0.0289841344320976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,,,,0.9960371214212478,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,34.166666666666664,26.833333333333332,34.25,0.0,,False,Bryce Young,Bryce Young,HIGH,0.5,0.3169230769230769,6.18,False,False,0.46050670640834573,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 19.5 • 4-Week Trailing Avg: 13.3 • LVT (Line vs Trailing): +6.2 • 🎯 PROJECTION: • Monte Carlo Projection: 13.3 • Snap Share: 100% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 9.8% • 💡 WHY UNDER: • Line (19.5) set above trailing avg (13.3) • Model expects regression toward mean • Projection (13.3) is below line (19.5)
Sam Darnold,Sam Darnold,Under,player_pass_completions,Pass Completions,18.5,-122,0.6095631679755346,61.0%,0.7191263359510691,0.6095631679755346,0.5187593796898449,0.5495495495495496,9.08037882856897,17.50402823366381,16.275233333333333,4.384991061817826,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.033307558226421674,3.3,Seattle Seahawks @ Carolina Panthers,QB,SEA,CAR,17,0.5,18.75,24,,,,,,,,,,,,,,,193.20633917462789,87.18917847518335,16.275233333333333,4.384991061817826,26.016,5.8196801744884,0.9509868421052634,1.236463370531722,0.95,0.6125,0.0139798392109363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9749955287340556,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,28.363636363636363,28.636363636363637,28.454545454545453,0.0,,False,Sam Darnold,Sam Darnold,HIGH,0.5,0.1202576576576577,2.2247666666666674,False,False,0.13586167728907683,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 18.5 • 4-Week Trailing Avg: 16.3 • LVT (Line vs Trailing): +2.2 • 🎯 PROJECTION: • Monte Carlo Projection: 16.3 • Snap Share: 97% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 3.3% • 💡 WHY UNDER: • Line (18.5) set above trailing avg (16.3) • Model expects regression toward mean • Projection (16.3) is below line (18.5)
Sam Darnold,Sam Darnold,Over,player_pass_yds,Passing Yards,225.5,-112,0.58717620731611,58.7%,0.67435241463222,0.58717620731611,0.5,0.5283018867924528,8.717620731610998,17.435241463221995,264.9063391746279,87.18917847518335,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.031203389877538294,3.1,Seattle Seahawks @ Carolina Panthers,QB,SEA,CAR,17,0.5857142857142857,252.0,70,,,,,,,,,,,,,,,193.20633917462789,87.18917847518335,16.275233333333333,4.384991061817826,26.016,5.8196801744884,0.9509868421052634,1.236463370531722,0.95,0.6125,0.0139798392109363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9749955287340556,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,28.363636363636363,28.636363636363637,28.454545454545453,0.0,,False,Sam Darnold,Sam Darnold,MEDIUM,0.5,0.17475094977662028,-39.406339174627874,False,False,-0.14869960959183234,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 225.5 • 4-Week Trailing Avg: 264.9 • LVT (Line vs Trailing): -39.4 • 🎯 PROJECTION: • Monte Carlo Projection: 264.9 • Snap Share: 97% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 3.1% • 💡 WHY OVER: • Line (225.5) set below trailing avg (264.9) • Model expects upward correction • Projection (264.9) is above line (225.5)
Bryce Young,Bryce Young,Over,player_pass_yds,Passing Yards,198.5,-111,0.592311489484563,59.2%,0.684622978969126,0.592311489484563,0.4978941161605526,0.5260663507109005,9.44173733240104,18.963343863570433,235.39065299351068,76.74906981937337,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.034944310703106995,3.5,Seattle Seahawks @ Carolina Panthers,QB,CAR,SEA,17,0.38571428571428573,221.9142857142857,70,,,,,,,,,,,,,,,163.69065299351067,76.74906981937337,13.32,3.961464375707549,22.535933333333332,5.422856762097098,0.7311315789473685,1.0743264556610963,0.95,0.6125,-0.0289841344320976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,,,,0.9960371214212478,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,34.166666666666664,26.833333333333332,34.25,0.0,,False,Bryce Young,Bryce Young,MEDIUM,0.5,0.18584711835521756,-36.890652993510685,False,False,-0.1566544256621823,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 198.5 • 4-Week Trailing Avg: 235.4 • LVT (Line vs Trailing): -36.9 • 🎯 PROJECTION: • Monte Carlo Projection: 235.4 • Snap Share: 100% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 3.5% • 💡 WHY OVER: • Line (198.5) set below trailing avg (235.4) • Model expects upward correction • Projection (235.4) is above line (198.5)
Aaron Rodgers,Aaron Rodgers,Under,player_pass_attempts,Pass Attempts,30.5,-124,0.709411764282616,70.9%,0.7991596632608801,0.709411764282616,0.5217643644805572,0.5535714285714286,18.76473998020588,35.96401222012762,26.2586,5.852651197534327,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.08727058799826494,8.7,Pittsburgh Steelers @ Cleveland Browns,QB,PIT,CLE,17,0.6666666666666666,31.416666666666668,24,,,,,,,,,,,,,,,170.85809723943274,77.40016246845056,15.875333333333334,4.351964103201628,26.2586,5.852651197534327,0.9471184210526318,1.2230449705550488,0.95,0.6125,-0.0120420716691568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,sus,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9636111946501432,default,0.0,0.3,0.0,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,0.0,,False,Aaron Rodgers,Aaron Rodgers,HIGH,0.5,0.13906229508196716,4.241399999999999,False,False,0.1609114292868361,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 30.5 • 4-Week Trailing Avg: 26.3 • LVT (Line vs Trailing): +4.2 • 🎯 PROJECTION: • Monte Carlo Projection: 26.3 • Snap Share: 96% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 8.7% • 💡 WHY UNDER: • Line (30.5) set above trailing avg (26.3) • Model expects regression toward mean • Projection (26.3) is below line (30.5)
Aaron Rodgers,Aaron Rodgers,Under,player_pass_completions,Pass Completions,19.5,-133,0.6604299708212054,66.0%,0.8208599416424107,0.6604299708212054,0.539206961336893,0.5708154506437768,12.122300948431231,22.48172189464241,15.875333333333334,4.351964103201628,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.05220045800335211,5.2,Pittsburgh Steelers @ Cleveland Browns,QB,PIT,CLE,17,0.6363636363636364,20.0,22,,,,,,,,,,,,,,,170.85809723943274,77.40016246845056,15.875333333333334,4.351964103201628,26.2586,5.852651197534327,0.9471184210526318,1.2230449705550488,0.95,0.6125,-0.0120420716691568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,sus,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9636111946501432,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,0.0,,False,Aaron Rodgers,Aaron Rodgers,HIGH,0.5,0.18588034188034186,3.6246666666666663,False,False,0.22689145766389848,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 19.5 • 4-Week Trailing Avg: 15.9 • LVT (Line vs Trailing): +3.6 • 🎯 PROJECTION: • Monte Carlo Projection: 15.9 • Snap Share: 96% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 5.2% • 💡 WHY UNDER: • Line (19.5) set above trailing avg (15.9) • Model expects regression toward mean • Projection (15.9) is below line (19.5)
Shedeur Sanders,Shedeur Sanders,Under,player_pass_completions,Pass Completions,17.5,-127,0.651863132641878,65.2%,0.8037262652837561,0.651863132641878,0.5268295703141123,0.5594713656387665,12.503356232776575,23.733208873073853,14.318666666666669,4.106261668341277,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.052432327774265756,5.2,Pittsburgh Steelers @ Cleveland Browns,QB,CLE,PIT,17,1.0,19.5,8,,,,,,,,,,,,,,,185.38719504691383,85.59974669251628,14.318666666666669,4.106261668341277,24.970066666666668,5.6808893666005815,0.5979583333333334,0.9532051050126736,0.8918333333333334,0.5979583333333334,0.0398613995429042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.962933673469388,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,37.18181818181818,24.636363636363637,37.36363636363637,0.0,,False,Shedeur Sanders,Shedeur Sanders,HIGH,0.5,0.18179047619047606,3.181333333333331,False,False,0.2206399112261881,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 17.5 • 4-Week Trailing Avg: 14.3 • LVT (Line vs Trailing): +3.2 • 🎯 PROJECTION: • Monte Carlo Projection: 14.3 • Snap Share: 96% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 5.2% • 💡 WHY UNDER: • Line (17.5) set above trailing avg (14.3) • Model expects regression toward mean • Projection (14.3) is below line (17.5)
Tyler Shough,Tyler Shough,Under,player_pass_attempts,Pass Attempts,32.5,-118,0.6211413846015579,62.1%,0.6730591208593685,0.6211413846015579,0.510397604391948,0.5412844036697247,11.074378020960985,21.697550940024932,30.173266666666667,6.300067089237136,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.04352205460784905,4.4,New Orleans Saints @ Tennessee Titans,QB,NO,TEN,17,0.25,27.625,16,,,,,,,,,,,,,,,270.729343357067,118.46426942480376,19.5177,4.828348928636648,30.173266666666667,6.300067089237136,0.5750833333333334,0.9091387255101514,0.8003333333333333,0.5750833333333334,0.0558438249106804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9627026205078818,default,0.0,0.3,0.0,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Tyler Shough,Tyler Shough,HIGH,0.5,0.07159179487179487,2.3267333333333333,False,False,0.07685768962274746,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 32.5 • 4-Week Trailing Avg: 30.2 • LVT (Line vs Trailing): +2.3 • 🎯 PROJECTION: • Monte Carlo Projection: 30.2 • Snap Share: 96% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 4.4% • 💡 WHY UNDER: • Line (32.5) set above trailing avg (30.2) • Model expects regression toward mean • Projection (30.2) is below line (32.5)
Tyler Shough,Tyler Shough,Under,player_pass_completions,Pass Completions,21.5,-115,0.5919660931536816,59.2%,0.6839321863073633,0.5919660931536816,0.5041554124246831,0.5348837209302325,8.781068072899856,17.41738332366248,19.5177,4.828348928636648,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.03068177507010388,3.1,New Orleans Saints @ Tennessee Titans,QB,NO,TEN,17,0.25,18.0,16,,,,,,,,,,,,,,,270.729343357067,118.46426942480376,19.5177,4.828348928636648,30.173266666666667,6.300067089237136,0.5750833333333334,0.9091387255101514,0.8003333333333333,0.5750833333333334,0.0558438249106804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9627026205078818,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Tyler Shough,Tyler Shough,HIGH,0.5,0.09219999999999993,1.9822999999999986,False,False,0.10104650392247809,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 21.5 • 4-Week Trailing Avg: 19.5 • LVT (Line vs Trailing): +2.0 • 🎯 PROJECTION: • Monte Carlo Projection: 19.5 • Snap Share: 96% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 3.1% • 💡 WHY UNDER: • Line (21.5) set above trailing avg (19.5) • Model expects regression toward mean • Projection (19.5) is below line (21.5)
Cam Ward,Cam Ward,Under,player_pass_completions,Pass Completions,19.5,-111,0.6988196943045477,69.9%,0.8976393886090955,0.6988196943045477,0.4958445875753168,0.5260663507109005,20.297510672923092,40.935226846335155,14.573433333333334,4.164357598984773,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.09112738874564894,9.1,New Orleans Saints @ Tennessee Titans,QB,TEN,NO,17,0.0,14.0,2,,,,,,,,,,,,,,,167.9762599814254,77.75791436278357,14.573433333333334,4.164357598984773,24.183666666666667,5.607203690095646,0.7986111111111113,0.7975696388961211,0.6299333333333333,0.7986111111111112,-0.0487939931130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,,,,1.0,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Cam Ward,Cam Ward,HIGH,0.5,0.2526444444444444,4.926566666666666,False,False,0.3357473710992428,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 19.5 • 4-Week Trailing Avg: 14.6 • LVT (Line vs Trailing): +4.9 • 🎯 PROJECTION: • Monte Carlo Projection: 14.6 • Snap Share: 100% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 9.1% • 💡 WHY UNDER: • Line (19.5) set above trailing avg (14.6) • Model expects regression toward mean • Projection (14.6) is below line (19.5)
Jalen Hurts,Jalen Hurts,Under,player_pass_attempts,Pass Attempts,25.5,101,0.6613068382470156,66.1%,0.7304383403528795,0.6613068382470156,0.468983595813963,0.4975124378109453,19.232324243305264,41.00852229154379,22.6837,5.434450690732229,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.08149176853378746,8.1,Philadelphia Eagles @ Buffalo Bills,QB,PHI,BUF,17,0.6,31.5,20,,,,,,,,,,,,,,,168.49847289147485,79.0890826568154,13.719333333333331,4.029238086233619,22.6837,5.434450690732229,0.8236942982456142,1.1385912694592777,0.95,0.6125,0.0305233433950906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9151762963682162,default,0.0,0.3,0.0,0,False,0.0,turf,30.545454545454547,27.09090909090909,30.545454545454547,0.0,,False,Jalen Hurts,Jalen Hurts,HIGH,0.5,0.11044313725490189,2.8162999999999982,False,False,0.1236103003463001,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 25.5 • 4-Week Trailing Avg: 22.7 • LVT (Line vs Trailing): +2.8 • 🎯 PROJECTION: • Monte Carlo Projection: 22.7 • Snap Share: 92% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 8.1% • 💡 WHY UNDER: • Line (25.5) set above trailing avg (22.7) • Model expects regression toward mean • Projection (22.7) is below line (25.5)
Josh Allen,Josh Allen,Over,player_pass_yds,Passing Yards,194.5,-113,0.55694031424723,55.7%,0.61388062849446,0.55694031424723,0.5021058838394474,0.5305164319248826,5.4834430407782575,10.920889830742622,214.54583615094964,69.25545189329402,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.01407071733664998,1.4,Philadelphia Eagles @ Buffalo Bills,QB,BUF,PHI,17,0.5555555555555556,236.66666666666666,81,,,,,,,,,,,,,,,142.84583615094962,69.25545189329402,11.612366666666668,3.7161055419469577,19.549966666666663,5.061940010070798,0.7402868421052634,1.0776069598884372,0.95,0.6125,-0.0697249341228083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,,,,0.9980425291377096,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,33.18181818181818,28.454545454545453,33.27272727272727,0.0,,False,Josh Allen,Josh Allen,MEDIUM,0.5,0.10306342494061511,-20.04583615094964,False,False,-0.09339028657817713,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 194.5 • 4-Week Trailing Avg: 214.5 • LVT (Line vs Trailing): -20.0 • 🎯 PROJECTION: • Monte Carlo Projection: 214.5 • Snap Share: 100% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 1.4% • 💡 WHY OVER: • Line (194.5) set below trailing avg (214.5) • Model expects upward correction • Projection (214.5) is above line (194.5)
Jalen Hurts,Jalen Hurts,Over,player_pass_yds,Passing Yards,186.5,-112,0.625709497360646,62.6%,0.7514189947212919,0.625709497360646,0.5,0.5283018867924528,12.570949736064597,25.141899472129193,240.19847289147486,79.0890826568154,Model Projection (Calibrated),True,HIGH,75-90%,HIGH,0.05162603360114237,5.2,Philadelphia Eagles @ Buffalo Bills,QB,PHI,BUF,17,0.5441176470588235,216.5441176470588,68,,,,,,,,,,,,,,,168.49847289147485,79.0890826568154,13.719333333333331,4.029238086233619,22.6837,5.434450690732229,0.8236942982456142,1.1385912694592777,0.95,0.6125,0.0305233433950906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9151762963682162,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,30.545454545454547,27.09090909090909,30.545454545454547,0.0,,False,Jalen Hurts,Jalen Hurts,MEDIUM,0.5,0.2879274685869966,-53.698472891474864,False,False,-0.22346572679105836,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 186.5 • 4-Week Trailing Avg: 240.2 • LVT (Line vs Trailing): -53.7 • 🎯 PROJECTION: • Monte Carlo Projection: 240.2 • Snap Share: 92% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 5.2% • 💡 WHY OVER: • Line (186.5) set below trailing avg (240.2) • Model expects upward correction • Projection (240.2) is above line (186.5)
Khalil Shakir,Khalil Shakir,Under,player_receptions,Receptions,4.5,-124,0.5575514788202055,55.8%,0.6514512600531723,0.5575514788202055,0.5217643644805572,0.5535714285714286,3.578711433964832,6.858865184339717,3.8841811934749013,2.2762764338387305,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0022288281393150686,0.2,Philadelphia Eagles @ Buffalo Bills,WR,BUF,PHI,17,0.6153846153846154,4.676923076923077,65,,,,,,,34.67585948311769,25.988503138001683,3.5841811934749015,2.2762764338387305,4.476533333333333,2.8430000554969315,0.3119266055045871,0.4622636465145068,,,,,,,,,0.3286173341397111,0.3119266055045871,-0.0697249341228083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.1543624161073825,,,0.5518965058868542,tier_2_primary,0.0,0.62,0.05,0,False,0.0,turf,33.18181818181818,28.454545454545453,33.27272727272727,0.0,,False,Khalil Shakir,Khalil Shakir,HIGH,0.5,0.13684862367224415,0.6158188065250987,False,False,0.15456596390085292,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 4.5 • 4-Week Trailing Avg: 3.9 • LVT (Line vs Trailing): +0.6 • 🎯 PROJECTION: • Monte Carlo Projection: 3.9 • Snap Share: 55% • Player Tier: Tier 2 Primary • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 0.2% • 💡 WHY UNDER: • Line (4.5) set above trailing avg (3.9) • Model expects regression toward mean • Projection (3.9) is below line (4.5)
